"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"traffic-simulation.nlogox"
"StressTest_Semaforo_Pare"
"09/10/2026 15:38:47:314 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","method","red-spawn","blue-spawn","has-seed","seed","[step]","fluxo-vermelhos","fluxo-azuis","tempo-total-vermelhos","tempo-total-azuis"
"11961","stop sign","31","31","true","5","5000","1262","155","6099.694578350566","67370.60607273303"
"11980","red light","5","32","true","5","5000","227","867","3997.73543491604","40974.61890236037"
"11981","stop sign","6","32","true","5","5000","277","1045","277.57806274122186","36101.24729123944"
"11984","red light","7","32","true","5","5000","327","860","6070.1692637083415","40656.77825661019"
"11983","stop sign","7","32","true","5","5000","327","999","421.38451570650096","38712.72846331409"
"11982","red light","6","32","true","5","5000","306","864","5507.127992589258","41534.60021027324"
"11985","stop sign","8","32","true","5","5000","373","910","493.3514876700724","42548.34859035893"
"11950","red light","25","31","true","5","5000","819","857","36877.28270005426","41071.54822156223"
"11989","stop sign","10","32","true","5","5000","501","767","912.6766035071053","50193.771673102005"
"11987","stop sign","9","32","true","5","5000","454","805","813.3945329028804","49053.96919554703"
"11986","red light","8","32","true","5","5000","403","872","7696.89116142504","41302.371193153725"
"11979","stop sign","5","32","true","5","5000","232","1116","251.6630181621464","31513.945320389317"
"11995","stop sign","13","32","true","5","5000","614","624","1306.4337987899626","56055.09979898896"
"11988","red light","9","32","true","5","5000","412","878","8494.59822290166","41549.016633807594"
"11993","stop sign","12","32","true","5","5000","555","683","1048.2644073998663","53570.39490195711"
"11990","red light","10","32","true","5","5000","487","863","9534.038334363533","40808.656803034675"
"11994","red light","12","32","true","5","5000","540","868","13684.442592687803","40310.927440070715"
"12000","red light","15","32","true","5","5000","702","861","18053.87438695812","41399.13713295559"
"11997","stop sign","14","32","true","5","5000","669","611","1553.1248341647763","55707.1944821111"
"11968","red light","34","31","true","5","5000","867","850","42970.17029511333","41818.700784485314"
"11996","red light","13","32","true","5","5000","611","885","14722.336191303546","40288.15244328505"
"12002","red light","16","32","true","5","5000","737","872","21699.817897764417","41208.42071032355"
"12001","stop sign","16","32","true","5","5000","778","491","1932.2069881469163","61333.0037743653"
"12004","red light","17","32","true","5","5000","746","863","21572.257513983554","41810.74981104103"
"11998","red light","14","32","true","5","5000","672","863","18084.57734976118","40604.395686492884"
"11991","stop sign","11","32","true","5","5000","548","737","917.652035937915","52140.29877904852"
"12009","stop sign","20","32","true","5","5000","891","404","2583.022947887352","63878.005636463786"
"12005","stop sign","18","32","true","5","5000","816","474","2087.368130545478","61310.369412847045"
"12013","stop sign","22","32","true","5","5000","978","317","2615.6473903788856","67218.35041265933"
"11992","red light","11","32","true","5","5000","484","857","11207.74555588436","41557.21887208049"
"12015","stop sign","23","32","true","5","5000","1020","289","3243.010790643165","66921.78144807296"
"12007","stop sign","19","32","true","5","5000","874","397","2171.7595518811613","64008.354837099185"
"11999","stop sign","15","32","true","5","5000","739","547","1642.9718467111259","59534.798770044756"
"12006","red light","18","32","true","5","5000","760","857","24741.49428194943","41389.475251959826"
"12017","stop sign","24","32","true","5","5000","1052","270","3405.4416824203263","67721.91095211465"
"12008","red light","19","32","true","5","5000","788","855","25527.5755701483","42445.18640890351"
"12010","red light","20","32","true","5","5000","818","854","29689.66328458566","40908.92030887804"
"12003","stop sign","17","32","true","5","5000","776","477","2026.9182384861135","61000.94407882084"
"12012","red light","21","32","true","5","5000","827","856","30659.317305927285","41368.766067186705"
"12014","red light","22","32","true","5","5000","832","864","30618.138006524303","41433.1047658956"
"12020","red light","25","32","true","5","5000","842","842","36012.325869211","41695.331957075265"
"12022","red light","26","32","true","5","5000","839","861","39168.92208753933","41145.90438397197"
"12019","stop sign","25","32","true","5","5000","1123","234","3963.921333150874","66167.4626887984"
"12016","red light","23","32","true","5","5000","824","871","30979.46404823988","39615.941488872915"
"12026","red light","28","32","true","5","5000","860","854","37713.300793664544","42005.36468421717"
"12023","stop sign","27","32","true","5","5000","1132","231","4432.7765743346445","69537.54458429896"
"12025","stop sign","28","32","true","5","5000","1184","199","5125.398053316094","68942.93745801937"
"12033","stop sign","32","32","true","5","5000","1304","129","6230.526951707875","71110.65572364372"
"12032","red light","31","32","true","5","5000","856","850","41439.989238078626","41339.372258738236"
"12024","red light","27","32","true","5","5000","857","860","38727.423851414045","41492.94786723034"
"12011","stop sign","21","32","true","5","5000","947","349","2751.1842330584955","65145.899726418495"
"12027","stop sign","29","32","true","5","5000","1223","182","4931.230735130747","68346.55901670488"
"12036","red light","33","32","true","5","5000","848","855","41875.02335258284","40223.62626885159"
"12018","red light","24","32","true","5","5000","847","857","34034.76416191154","42314.60884554875"
"12028","red light","29","32","true","5","5000","867","842","39774.590447408256","41523.86748558872"
"12039","stop sign","35","32","true","5","5000","1397","90","8169.406944767377","70893.82838550226"
"12031","stop sign","31","32","true","5","5000","1296","140","6426.431106714626","71103.36879093741"
"12021","stop sign","26","32","true","5","5000","1150","206","4079.994681565961","69267.06699975986"
"12035","stop sign","33","32","true","5","5000","1359","100","7383.8560931784405","65184.27150515765"
"12044","red light","2","33","true","5","5000","116","868","1564.7742628313313","42807.2580415484"
"12030","red light","30","32","true","5","5000","851","853","41068.874394806604","42734.88936239765"
"12040","red light","35","32","true","5","5000","864","846","43937.08991248785","41965.36584741072"
"12034","red light","32","32","true","5","5000","838","835","42786.02221982546","42425.998846490045"
"12037","stop sign","34","32","true","5","5000","1367","109","7780.828994096762","68676.67079547425"
"12041","stop sign","1","33","true","5","5000","67","1283","74.02915392390614","19534.120440000457"
"12047","stop sign","4","33","true","5","5000","179","1186","170.34544164311805","28314.874271291723"
"12043","stop sign","2","33","true","5","5000","106","1243","137.45261111844061","26266.572167792798"
"12029","stop sign","30","32","true","5","5000","1256","158","5388.019487869433","70251.6249422374"
"12051","stop sign","6","33","true","5","5000","301","1027","380.3089421164174","37836.162082413866"
"12038","red light","34","32","true","5","5000","839","855","43894.09585307317","42939.48025127433"
"12053","stop sign","7","33","true","5","5000","364","922","620.1518927957695","43468.53288948151"
"12046","red light","3","33","true","5","5000","147","870","2574.205958775182","41469.48926599922"
"12048","red light","4","33","true","5","5000","214","857","3221.7871963857415","41941.69930191811"
"12057","stop sign","9","33","true","5","5000","432","867","774.9767666674587","45565.45706998679"
"12052","red light","6","33","true","5","5000","294","868","5566.211043172449","41330.03713281429"
"12054","red light","7","33","true","5","5000","348","865","6223.80920183979","42127.71310032"
"12050","red light","5","33","true","5","5000","230","864","4113.020306970789","42390.52519849614"
"12060","red light","10","33","true","5","5000","480","861","9633.645527999053","41101.45413794654"
"12055","stop sign","8","33","true","5","5000","403","892","525.8340158573775","45977.68991319433"
"12042","red light","1","33","true","5","5000","47","867","675.6924038665608","41732.20801032942"
"12062","red light","11","33","true","5","5000","494","864","10293.46131644546","41536.44832855873"
"12058","red light","9","33","true","5","5000","421","861","8137.006774827613","43899.85127034627"
"12065","stop sign","13","33","true","5","5000","606","648","1186.0953688370855","54822.62615413"
"12045","stop sign","3","33","true","5","5000","142","1222","121.07607797535294","26888.008833487034"
"12061","stop sign","11","33","true","5","5000","551","685","952.5057797725219","53497.76548869763"
"12056","red light","8","33","true","5","5000","371","874","6954.892629022617","41537.757548297996"
"12069","stop sign","15","33","true","5","5000","713","555","1673.6155210737509","58961.215961785696"
"12063","stop sign","12","33","true","5","5000","549","691","866.641431641232","53581.82699593048"
"12049","stop sign","5","33","true","5","5000","242","1122","309.9460233361123","33111.50450424098"
"12064","red light","12","33","true","5","5000","584","851","14408.046600164995","42128.17189010537"
"12067","stop sign","14","33","true","5","5000","649","606","1318.598576362103","56554.057988752415"
"12072","red light","16","33","true","5","5000","722","854","19372.92076076947","42517.39513155236"
"12074","red light","17","33","true","5","5000","777","843","23272.375942711096","41533.22973396156"
"12066","red light","13","33","true","5","5000","563","871","13144.72258185815","41408.1381755839"
"12068","red light","14","33","true","5","5000","623","867","16423.810976573513","42356.85102492282"
"12070","red light","15","33","true","5","5000","676","876","17415.784806296684","42218.188176395386"
"12059","stop sign","10","33","true","5","5000","507","765","1145.059895329179","51578.232075942644"
"12078","red light","19","33","true","5","5000","786","856","27167.27373886049","42250.33171554046"
"12073","stop sign","17","33","true","5","5000","820","452","2196.6169863390514","62356.34282551676"
"12083","stop sign","22","33","true","5","5000","979","346","2885.158153159104","66697.12322046045"
"12077","stop sign","19","33","true","5","5000","905","386","2450.6386545547743","64371.31627542295"
"12084","red light","22","33","true","5","5000","822","856","34569.031023974836","42410.93347528734"
"12079","stop sign","20","33","true","5","5000","911","366","2513.7523277869145","64232.1664979432"
"12076","red light","18","33","true","5","5000","788","844","27622.783862218457","42503.98914372911"
"12089","stop sign","25","33","true","5","5000","1104","242","3856.6453732897794","69068.73994836041"
"12081","stop sign","21","33","true","5","5000","979","350","3028.090791585415","65520.63983807326"
"12071","stop sign","16","33","true","5","5000","724","568","1866.9977549030095","58474.412734776495"
"12082","red light","21","33","true","5","5000","835","859","31369.43999786834","42939.55422235134"
"12085","stop sign","23","33","true","5","5000","1024","292","3425.9458589044043","68078.37730811775"
"12093","stop sign","27","33","true","5","5000","1151","216","4119.101608741549","65267.3847434138"
"12075","stop sign","18","33","true","5","5000","821","468","2103.5916658591595","62284.08246763531"
"12087","stop sign","24","33","true","5","5000","1061","248","3402.0740188183363","68857.37607750922"
"12091","stop sign","26","33","true","5","5000","1171","191","4562.58937642409","66798.82916404898"
"12086","red light","23","33","true","5","5000","852","845","34701.18208238047","43002.47951994783"
"12096","red light","28","33","true","5","5000","862","849","39028.256549744234","42691.185273186515"
"12090","red light","25","33","true","5","5000","840","853","39287.26925157128","42321.61303145431"
"12080","red light","20","33","true","5","5000","807","855","26855.00715824285","42485.39325726299"
"12095","stop sign","28","33","true","5","5000","1186","174","4882.614487097423","69445.78614852256"
"12101","stop sign","31","33","true","5","5000","1297","139","6670.701458857592","72662.67526298213"
"12092","red light","26","33","true","5","5000","862","842","37434.400912345394","41817.949904131885"
"12094","red light","27","33","true","5","5000","863","849","38558.973367168124","42899.69688126628"
"12099","stop sign","30","33","true","5","5000","1218","187","5254.314139073593","68974.32997101231"
"12097","stop sign","29","33","true","5","5000","1243","169","5721.3747560971","72662.73794741182"
"12106","red light","33","33","true","5","5000","855","840","42130.681278953016","42440.68200414"
"12104","red light","32","33","true","5","5000","862","858","42199.34866238782","42143.94769413888"
"12100","red light","30","33","true","5","5000","860","842","39418.65056292532","43763.16765699654"
"12103","stop sign","32","33","true","5","5000","1289","133","5918.822543093645","70935.80111196304"
"12105","stop sign","33","33","true","5","5000","1345","100","7002.9867224714035","66754.30342612333"
"12110","red light","35","33","true","5","5000","866","851","42691.335761133","43283.882443851086"
"12088","red light","24","33","true","5","5000","837","856","36027.28334165007","42873.28524100441"
"12115","stop sign","3","34","true","5","5000","164","1185","195.08727152209562","31451.78810445607"
"12107","stop sign","34","33","true","5","5000","1361","108","8119.402420821431","67270.42817845967"
"12113","stop sign","2","34","true","5","5000","100","1253","107.19836825673896","25951.640720826275"
"12116","red light","3","34","true","5","5000","139","862","2316.143070247844","42812.74545173337"
"12111","stop sign","1","34","true","5","5000","48","1273","57.012324568312785","17481.256857363303"
"12112","red light","1","34","true","5","5000","57","848","757.5952779662117","42323.457438422425"
"12109","stop sign","35","33","true","5","5000","1404","81","9383.82563342238","66670.38494319818"
"12114","red light","2","34","true","5","5000","89","865","1568.7582799068764","42738.72530338702"
"12120","red light","5","34","true","5","5000","232","877","4243.422321419251","41589.66798286052"
"12122","red light","6","34","true","5","5000","265","866","4442.064018792975","42653.694799363526"
"12117","stop sign","4","34","true","5","5000","180","1152","194.6268667792504","32558.622295901776"
"12125","stop sign","8","34","true","5","5000","362","927","574.2375262410667","44640.3697877223"
"12119","stop sign","5","34","true","5","5000","252","1110","289.560375078248","34791.3647886897"
"12118","red light","4","34","true","5","5000","203","872","3672.6819408954593","41435.767174556764"
"12124","red light","7","34","true","5","5000","320","869","5601.567475222115","41159.514021554634"
"12098","red light","29","33","true","5","5000","870","854","38439.4985564341","42285.64740493027"
"12130","red light","10","34","true","5","5000","493","884","10498.809630718857","42577.72046847708"
"12123","stop sign","7","34","true","5","5000","340","1002","463.6124715154616","39621.24604766336"
"12127","stop sign","9","34","true","5","5000","434","869","691.5148648751697","47005.912460186264"
"12131","stop sign","11","34","true","5","5000","533","740","1121.9886173621994","51776.54269207831"
"12133","stop sign","12","34","true","5","5000","627","648","1216.9111026013243","55516.16091301931"
"12128","red light","9","34","true","5","5000","471","859","9542.916821969575","42396.9637575149"
"12102","red light","31","33","true","5","5000","848","857","41364.91923133479","41962.05221491798"
"12129","stop sign","10","34","true","5","5000","486","795","832.4427786578497","49667.70502082863"
"12126","red light","8","34","true","5","5000","391","862","6984.922632517586","42774.24486353143"
"12141","stop sign","16","34","true","5","5000","736","529","1843.9628927799815","60103.92684376688"
"12138","red light","14","34","true","5","5000","650","883","16617.87848138057","41399.34320167116"
"12132","red light","11","34","true","5","5000","497","867","9372.875409887853","42835.25227097584"
"12135","stop sign","13","34","true","5","5000","636","600","1260.72475765646","57291.61149895096"
"12142","red light","16","34","true","5","5000","738","864","23301.565174531246","41633.47294555598"
"12108","red light","34","33","true","5","5000","867","817","43089.45184736145","43900.17690479534"
"12134","red light","12","34","true","5","5000","556","872","13387.346416811606","42238.49331757714"
"12136","red light","13","34","true","5","5000","581","863","13252.592349097977","42501.95194727034"
"12139","stop sign","15","34","true","5","5000","679","587","1518.7651107317654","57911.87253983007"
"12147","stop sign","19","34","true","5","5000","838","448","2057.6529587920327","61950.23252338534"
"12140","red light","15","34","true","5","5000","703","863","18810.27861871521","42617.227439807255"
"12121","stop sign","6","34","true","5","5000","301","1023","383.3515460813847","36041.794501836244"
"12143","stop sign","17","34","true","5","5000","775","480","1886.3261358530915","61147.68398705632"
"12151","stop sign","21","34","true","5","5000","971","326","3359.2954878114774","67274.14177789704"
"12148","red light","19","34","true","5","5000","807","858","29439.831021189493","43450.6848174926"
"12145","stop sign","18","34","true","5","5000","852","419","2229.5732036333093","63636.84490965332"
"12149","stop sign","20","34","true","5","5000","933","395","2555.59979302159","64568.41942606885"
"12156","red light","23","34","true","5","5000","855","847","33716.44491019489","43420.4480275242"
"12153","stop sign","22","34","true","5","5000","963","342","3073.880691402404","65924.72598777302"
"12161","stop sign","26","34","true","5","5000","1106","231","3868.920992221434","68239.33061438292"
"12146","red light","18","34","true","5","5000","756","855","23246.429285643942","42125.961552112385"
"12150","red light","20","34","true","5","5000","811","861","31427.825253017905","42168.99102093893"
"12160","red light","25","34","true","5","5000","859","847","35470.16538621456","42821.93954408199"
"12155","stop sign","23","34","true","5","5000","1055","275","3548.980400397326","68544.92389725953"
"12137","stop sign","14","34","true","5","5000","689","573","1488.0444960843447","58025.932690131645"
"12154","red light","22","34","true","5","5000","832","866","33218.639516332616","42791.77121886424"
"12157","stop sign","24","34","true","5","5000","1089","267","4278.771664490325","68369.64514138983"
"12159","stop sign","25","34","true","5","5000","1136","234","3846.715467434939","67729.63589926467"
"12164","red light","27","34","true","5","5000","853","853","36905.87830822306","43920.22317672831"
"12169","stop sign","30","34","true","5","5000","1272","154","5335.731137871744","70171.48417517995"
"12166","red light","28","34","true","5","5000","844","851","39443.621575083154","43851.35514190116"
"12144","red light","17","34","true","5","5000","744","864","21549.383599310648","42264.69625820878"
"12163","stop sign","27","34","true","5","5000","1142","215","3827.637981524835","69894.54956040767"
"12162","red light","26","34","true","5","5000","850","855","37585.096825584595","42679.55068299498"
"12175","stop sign","33","34","true","5","5000","1328","111","6404.958983076842","68210.20077303023"
"12165","stop sign","28","34","true","5","5000","1175","211","4514.89228170874","68958.64379127047"
"12167","stop sign","29","34","true","5","5000","1227","169","5305.651101140955","70703.29048821543"
"12177","stop sign","34","34","true","5","5000","1391","95","8362.77533818356","72490.58268254912"
"12152","red light","21","34","true","5","5000","808","859","30081.897369037142","43675.22582194438"
"12181","stop sign","1","35","true","5","5000","43","1337","49.45205107807743","17490.746668779215"
"12176","red light","33","34","true","5","5000","862","852","42160.23490567977","43641.673052667225"
"12168","red light","29","34","true","5","5000","861","845","39582.86738875256","44463.826591588266"
"12170","red light","30","34","true","5","5000","849","845","40498.08118279666","43491.60044222127"
"12173","stop sign","32","34","true","5","5000","1328","108","7465.100629086886","69589.94444102245"
"12172","red light","31","34","true","5","5000","865","859","40361.458343428116","42748.18973735135"
"12184","red light","2","35","true","5","5000","113","867","1543.2386683872146","42407.103982255874"
"12186","red light","3","35","true","5","5000","150","858","2463.253059011124","43569.248747564285"
"12187","stop sign","4","35","true","5","5000","186","1139","221.1412177957771","35851.24337953002"
"12174","red light","32","34","true","5","5000","855","855","42574.288725249484","41963.08930202856"
"12158","red light","24","34","true","5","5000","847","857","34715.15645829498","42688.96537685295"
"12179","stop sign","35","34","true","5","5000","1381","77","8386.08683278118","67436.43085751664"
"12182","red light","1","35","true","5","5000","46","864","624.7863046833921","43590.09351914828"
"12180","red light","35","34","true","5","5000","873","858","43252.39902390231","42816.00938930684"
"12193","stop sign","7","35","true","5","5000","334","938","432.5869765789409","43237.11997113522"
"12192","red light","6","35","true","5","5000","299","862","4918.574571342554","42454.578627522795"
"12191","stop sign","6","35","true","5","5000","301","1001","379.43914103639906","40439.208446526514"
"12189","stop sign","5","35","true","5","5000","259","1083","280.4295645034153","37943.67818472669"
"12183","stop sign","2","35","true","5","5000","76","1280","80.77061417139043","25301.54429740806"
"12190","red light","5","35","true","5","5000","241","861","4109.258934000027","43531.98791945327"
"12194","red light","7","35","true","5","5000","364","865","7346.775106439385","42929.54338893311"
"12171","stop sign","31","34","true","5","5000","1281","146","5941.691841841602","68515.58047036754"
"12188","red light","4","35","true","5","5000","191","861","3420.410722303864","42952.29132486143"
"12195","stop sign","8","35","true","5","5000","391","880","623.849610452321","46034.97884556845"
"12197","stop sign","9","35","true","5","5000","459","802","771.5442077332302","50161.15605964015"
"12200","red light","10","35","true","5","5000","464","879","8779.29764913381","41993.85724270021"
"12201","stop sign","11","35","true","5","5000","539","685","898.3679655397025","54120.620828091414"
"12199","stop sign","10","35","true","5","5000","471","807","761.7190529958102","49530.055494138905"
"12198","red light","9","35","true","5","5000","430","863","8637.584969197338","43204.43713887934"
"12203","stop sign","12","35","true","5","5000","579","714","1107.3512633732196","53131.34347743865"
"12205","stop sign","13","35","true","5","5000","647","644","1416.2417190284345","55777.760608385135"
"12185","stop sign","3","35","true","5","5000","171","1154","186.29393079906885","34170.8053843298"
"12206","red light","13","35","true","5","5000","619","889","13843.41314359594","41441.83051797632"
"12202","red light","11","35","true","5","5000","559","868","12637.59057320746","42974.15432752847"
"12211","stop sign","16","35","true","5","5000","756","503","1765.8496999764932","60532.57429456236"
"12209","stop sign","15","35","true","5","5000","719","552","1549.8761961878645","58987.933384202486"
"12208","red light","14","35","true","5","5000","618","849","14755.01228097825","43227.24478780867"
"12212","red light","16","35","true","5","5000","763","863","24003.28930485754","44286.96421162344"
"12178","red light","34","34","true","5","5000","855","871","42242.29091457884","41315.218357943035"
"12213","stop sign","17","35","true","5","5000","805","459","2072.0735151246117","62109.9559138489"
"12210","red light","15","35","true","5","5000","714","864","19928.234697176755","43374.72029055916"
"12196","red light","8","35","true","5","5000","395","875","8653.35706380002","42921.98911512085"
"12215","stop sign","18","35","true","5","5000","793","511","1987.338643970741","60784.88890427258"
"12214","red light","17","35","true","5","5000","730","858","21145.010926217667","43106.65928068946"
"12223","stop sign","22","35","true","5","5000","973","337","2839.303095251519","65239.70595545919"
"12220","red light","20","35","true","5","5000","792","863","28452.30846011245","43315.65037237777"
"12218","red light","19","35","true","5","5000","791","863","25037.156697112776","43068.99635169535"
"12219","stop sign","20","35","true","5","5000","912","378","2542.728482334748","63723.50344040648"
"12207","stop sign","14","35","true","5","5000","657","583","1244.7337773482743","57185.81080225868"
"12216","red light","18","35","true","5","5000","781","855","24212.451122128692","45153.79812886006"
"12221","stop sign","21","35","true","5","5000","946","357","2793.1207854853706","65201.8490850537"
"12225","stop sign","23","35","true","5","5000","1030","300","3497.6433504937563","68210.79859228825"
"12222","red light","21","35","true","5","5000","820","861","31816.52327845606","43268.17694707499"
"12231","stop sign","26","35","true","5","5000","1156","187","4360.318719230702","69820.71747900922"
"12230","red light","25","35","true","5","5000","849","842","36296.6916796519","44483.63119033887"
"12229","stop sign","25","35","true","5","5000","1101","240","4164.980132764259","67449.94207210296"
"12226","red light","23","35","true","5","5000","836","855","33328.37930718309","42908.24942424864"
"12217","stop sign","19","35","true","5","5000","872","417","2214.079994221124","63567.82853182347"
"12228","red light","24","35","true","5","5000","837","852","36169.29261428418","43506.7155023378"
"12233","stop sign","27","35","true","5","5000","1149","215","4889.835574797491","68442.70890678524"
"12232","red light","26","35","true","5","5000","864","854","37792.66484836689","43117.83253617348"
"12204","red light","12","35","true","5","5000","579","874","14088.35016136985","43821.48681734988"
"12235","stop sign","28","35","true","5","5000","1211","182","4786.62676407022","70989.19860548706"
"12239","stop sign","30","35","true","5","5000","1266","143","6162.240623051262","69313.12951028095"
"12237","stop sign","29","35","true","5","5000","1222","165","5192.20741835042","68438.13309464682"
"12240","red light","30","35","true","5","5000","852","861","40119.57219783033","43469.04929648735"
"12236","red light","28","35","true","5","5000","848","845","38310.24178374711","43144.94054749482"
"12227","stop sign","24","35","true","5","5000","1056","267","3781.8326875471225","68551.16538963142"
"12241","stop sign","31","35","true","5","5000","1274","167","6271.725730953903","70715.49459656297"
"12224","red light","22","35","true","5","5000","816","847","33253.40213706875","44278.1469313741"
"12252","red light","1","1","true","6","5000","49","52","707.5665081687868","707.2303153370192"
"12249","stop sign","35","35","true","5","5000","1433","76","8880.368886139275","64926.33247094378"
"12238","red light","29","35","true","5","5000","850","849","39754.29239330993","44055.755854641066"
"12251","stop sign","1","1","true","6","5000","42","51","24.724711786005845","40.5791521461528"
"12242","red light","31","35","true","5","5000","861","853","41430.45615223013","43310.59293299245"
"12245","stop sign","33","35","true","5","5000","1340","104","7086.788939449451","67932.09305976589"
"12254","red light","2","1","true","6","5000","102","49","1614.3597189479876","1093.8853634747313"
"12257","stop sign","4","1","true","6","5000","190","41","224.14787669497005","79.74272286276403"
"12256","red light","3","1","true","6","5000","159","40","2875.1381775731516","469.53477131809257"
"12244","red light","32","35","true","5","5000","849","852","43141.44207735341","43544.74019746372"
"12248","red light","34","35","true","5","5000","863","859","43981.30769550765","43023.7882466708"
"12261","stop sign","6","1","true","6","5000","285","46","340.52362486154135","119.30450696005066"
"12234","red light","27","35","true","5","5000","851","836","39511.98923558539","43937.063908411335"
"12263","stop sign","7","1","true","6","5000","359","43","586.5431547394566","169.42437613015838"
"12246","red light","33","35","true","5","5000","855","868","42755.26009452653","42963.79093970337"
"12258","red light","4","1","true","6","5000","205","43","3199.1359118444357","673.2471274021367"
"12260","red light","5","1","true","6","5000","247","52","3854.0843625394245","788.6300460614436"
"12259","stop sign","5","1","true","6","5000","271","38","290.53598564270163","120.17906473042447"
"12253","stop sign","2","1","true","6","5000","100","45","62.09287799206538","37.67598232660741"
"12250","red light","35","35","true","5","5000","857","844","44141.59827575808","44004.403391504"
"12243","stop sign","32","35","true","5","5000","1356","101","7369.839991052795","65879.94907523344"
"12264","red light","7","1","true","6","5000","340","38","6515.215411071406","478.3080590276366"
"12266","red light","8","1","true","6","5000","383","49","7233.333324064759","622.9505291891227"
"12267","stop sign","9","1","true","6","5000","430","41","633.4679034920002","200.54032871491688"
"12269","stop sign","10","1","true","6","5000","484","43","841.9113858874166","279.1508397929915"
"12255","stop sign","3","1","true","6","5000","132","51","123.48737395327109","71.8355003685793"
"12262","red light","6","1","true","6","5000","301","48","5255.718670232938","802.9710852879364"
"12265","stop sign","8","1","true","6","5000","401","46","520.8570059463857","183.84997722966736"
"12271","stop sign","11","1","true","6","5000","538","45","867.5993795631475","286.4251430871389"
"12270","red light","10","1","true","6","5000","500","42","10067.420868595746","625.7402389035555"
"12273","stop sign","12","1","true","6","5000","622","48","988.4605049114394","340.45756859231165"
"12272","red light","11","1","true","6","5000","523","55","10140.65296809082","990.6383281525356"
"12247","stop sign","34","35","true","5","5000","1362","97","6813.402165151051","72067.16341623678"
"12275","stop sign","13","1","true","6","5000","638","62","1241.0230740268264","439.29962138962037"
"12277","stop sign","14","1","true","6","5000","673","48","1366.8163631829243","311.1498575629089"
"12279","stop sign","15","1","true","6","5000","723","55","1407.7273438611942","464.41349566583"
"12268","red light","9","1","true","6","5000","447","40","8811.929443329309","406.879192469521"
"12285","stop sign","18","1","true","6","5000","882","62","2529.4356817751354","1451.4116817149363"
"12278","red light","14","1","true","6","5000","684","54","18401.893472767766","938.6637435280069"
"12282","red light","16","1","true","6","5000","741","51","20363.702683469506","764.1477702012003"
"12287","stop sign","19","1","true","6","5000","869","49","2169.021841873722","733.8018380678208"
"12283","stop sign","17","1","true","6","5000","761","54","1798.664983224749","704.6169163271943"
"12286","red light","18","1","true","6","5000","807","50","25922.3674983777","667.8430022319606"
"12284","red light","17","1","true","6","5000","737","43","22516.787940875645","696.0394585703048"
"12280","red light","15","1","true","6","5000","728","52","21049.164563829494","654.3755411717369"
"12291","stop sign","21","1","true","6","5000","956","47","2747.137703912577","567.4903185118368"
"12289","stop sign","20","1","true","6","5000","886","44","2458.455028564586","670.2308557717018"
"12281","stop sign","16","1","true","6","5000","761","46","2202.849936457507","302.90433878053904"
"12276","red light","13","1","true","6","5000","646","58","15248.298618510695","746.1938400514618"
"12293","stop sign","22","1","true","6","5000","995","48","3445.902836500782","802.4593273799074"
"12295","stop sign","23","1","true","6","5000","1038","44","3484.8234319283483","1399.8759128191393"
"12297","stop sign","24","1","true","6","5000","1039","44","3648.3763084444636","991.5082805125047"
"12301","stop sign","26","1","true","6","5000","1119","44","4285.747928571822","1444.1635900681508"
"12294","red light","22","1","true","6","5000","838","39","30412.190996422123","608.5002542555947"
"12274","red light","12","1","true","6","5000","590","46","13186.59269658579","667.709752311438"
"12290","red light","20","1","true","6","5000","819","56","28302.157366012358","734.5575899720308"
"12298","red light","24","1","true","6","5000","864","36","34519.4057004352","666.8991401798443"
"12302","red light","26","1","true","6","5000","868","54","38427.14670139628","766.3715731914104"
"12296","red light","23","1","true","6","5000","859","36","33866.45434982538","508.86540471618366"
"12300","red light","25","1","true","6","5000","862","48","35756.66722426995","556.5950007028717"
"12305","stop sign","28","1","true","6","5000","1246","47","5333.88561436621","3518.614913072862"
"12299","stop sign","25","1","true","6","5000","1058","44","4261.650684061412","928.4095141991451"
"12288","red light","19","1","true","6","5000","795","54","27342.839874721565","940.5605159468395"
"12307","stop sign","29","1","true","6","5000","1243","54","5777.943683311146","2433.291385971641"
"12308","red light","29","1","true","6","5000","863","47","40535.002966525404","752.158532080059"
"12306","red light","28","1","true","6","5000","868","46","40407.81684684079","888.7952045762149"
"12309","stop sign","30","1","true","6","5000","1296","57","6176.510621915235","7234.293878410871"
"12292","red light","21","1","true","6","5000","831","56","31202.58879395727","852.5306219244947"
"12312","red light","31","1","true","6","5000","865","43","41474.20117618549","773.409051952063"
"12315","stop sign","33","1","true","6","5000","1376","39","7469.308110464773","2462.4827815373224"
"12313","stop sign","32","1","true","6","5000","1335","59","6375.06204706546","4857.447590316078"
"12316","red light","33","1","true","6","5000","871","46","42478.95617129906","837.7524537171587"
"12322","red light","1","2","true","6","5000","39","92","708.2056640543243","1139.0822062158506"
"12314","red light","32","1","true","6","5000","865","50","41560.532515612686","779.6860440722537"
"12317","stop sign","34","1","true","6","5000","1393","50","8839.02735397288","4096.891755221934"
"12311","stop sign","31","1","true","6","5000","1254","56","6192.348150231438","5137.138343211801"
"12325","stop sign","3","2","true","6","5000","148","90","165.486800786343","186.35019636570865"
